Time_Sec,Active_DB,Throughput_MBps,OpsPerSec,LatencyAvg_ms,LatencyP99_ms,LatencySamples,ConnectErrors,IoErrors
80.80,B,143.79,143.79,49.155,192.657,72,0,0
81.30,B,127.81,127.81,55.125,166.462,64,0,0
81.80,B,207.70,207.70,49.773,164.943,104,0,0
82.37,A,0.00,0.00,0.000,0.000,0,0,0
82.87,A,111.86,111.86,93.934,331.183,56,0,0
83.37,A,95.87,95.87,79.975,196.405,48,0,0
83.87,A,95.87,95.87,74.685,233.300,48,0,0
84.37,A,127.83,127.83,76.546,252.909,64,0,0
84.88,A,79.89,79.89,67.897,189.692,40,0,0
85.38,A,143.80,143.80,78.291,234.727,72,0,0
85.88,A,111.84,111.84,68.319,207.567,56,0,0
86.38,A,79.89,79.89,62.746,205.537,40,0,0
86.88,A,111.85,111.85,79.180,195.482,56,0,0
87.44,B,95.89,95.89,46.261,193.822,48,0,0
87.94,B,111.84,111.84,66.648,251.326,56,0,0
88.44,B,175.75,175.75,47.418,231.166,88,0,0
88.94,B,111.83,111.83,62.227,197.426,56,0,0
89.45,B,127.82,127.82,73.027,224.168,64,0,0
89.95,B,111.84,111.84,51.044,185.977,56,0,0
90.45,B,175.75,175.75,57.712,278.900,88,0,0
90.95,B,191.72,191.72,46.221,223.611,96,0,0
91.45,B,143.79,143.79,40.941,254.101,72,0,0
91.95,B,175.75,175.75,52.216,254.815,88,0,0
92.54,A,0.00,0.00,0.000,0.000,0,0,0
93.04,A,159.79,159.79,86.767,223.185,80,0,0
93.54,A,47.93,47.93,65.554,172.669,24,0,0
94.04,A,111.84,111.84,84.565,202.013,56,0,0
94.54,A,127.82,127.82,68.333,236.338,64,0,0
95.04,A,127.79,127.79,67.293,255.810,64,0,0
95.54,A,143.80,143.80,63.616,237.693,72,0,0
96.04,A,95.87,95.87,54.526,194.605,48,0,0
96.54,A,127.83,127.83,66.410,224.249,64,0,0
97.04,A,143.80,143.80,61.693,266.697,72,0,0
97.62,B,79.91,79.91,49.673,197.621,40,0,0
98.12,B,111.84,111.84,60.666,169.503,56,0,0
98.62,B,159.78,159.78,58.628,306.965,80,0,0
99.12,B,175.75,175.75,47.257,293.976,88,0,0
99.62,B,159.76,159.76,45.652,228.727,80,0,0
100.12,B,159.77,159.77,58.701,208.972,80,0,0
100.62,B,159.77,159.77,38.904,171.953,80,0,0
101.12,B,159.77,159.77,58.116,263.223,80,0,0
101.62,B,175.75,175.75,45.200,233.539,88,0,0
102.12,B,127.87,127.87,58.304,176.030,64,0,0
102.71,A,15.98,15.98,57.350,126.773,8,0,0
103.21,A,111.85,111.85,83.892,207.413,56,0,0
103.71,A,79.90,79.90,80.521,210.234,40,0,0
104.21,A,127.84,127.84,77.105,252.629,64,0,0
104.71,A,111.85,111.85,69.275,229.522,56,0,0
105.21,A,159.77,159.77,58.661,215.706,80,0,0
105.71,A,127.82,127.82,58.764,207.893,64,0,0
106.21,A,79.89,79.89,72.408,213.574,40,0,0
106.71,A,127.83,127.83,83.935,264.648,64,0,0
107.21,A,111.85,111.85,64.272,172.917,56,0,0
